"corrs.pc" "corrs.dprime" "corrs.rt"
"1" 0.0127556279629256 0.0858112403276259 0.0853282120249241
"2" -0.0189001391576687 0.125970338191385 0.0525075014144456
"3" 0.0649616325080917 0.0561976772603673 -0.0401518719860826
"4" 0.104048291012152 0.0280757415127386 0.0336452093097624
"5" 0.119332106755893 0.106465655828422 -0.163467906792626
"6" 0.145395991754202 -0.117807142074637 -0.16021563050179
"7" 0.09901338122279 -0.0516692956684785 0.0928804178824978
"8" 0.056778142586208 0.17179088945391 -0.00244754118293057
"9" -0.103934177758252 0.121995027315562 -0.0332524898528433
"10" 0.0366748240409427 -0.0157540533368882 0.0658790796230588
"11" -0.131229455014648 0.160232174997822 -0.0368483269419159
"12" -0.150980863951818 -0.0323115439898214 -0.129136651378085
"13" -0.11011003174717 0.0110039987425656 0.12984773275398
"14" -0.105445826560261 0.175119681664916 -0.0603624022145152
"15" 0.00247745548310076 -0.194456057143766 -0.0665298563924204
"16" -0.0367213126066687 -0.00759763656930985 0.298654090378287
"17" 0.130350460373653 0.0216637111434702 -0.124975744226101
"18" -0.0258191255660208 0.13545105572134 -0.185967401709499
"19" 0.088501644512799 0.0156703712477154 -0.0371341497742122
"20" 0.0988027548332319 -0.196885134272772 0.0779531649581652
"21" 0.0838359876487531 0.0550366300844327 -0.0401580698206262
"22" 0.131292720398465 0.107448394490873 0.0663861139595071
"23" -0.00236023903592006 -0.0675325533428788 0.0231867962575053
"24" -0.226620884676983 -0.101178712620114 0.0204072351561361
"25" 0.13404770031634 0.0407568586838279 -0.0388406603285784
"26" 0.104684815817153 -0.0514919794152063 -0.191586356544229
"27" -0.0562293121569362 0.026976632241201 0.209453578673245
"28" 0.218172376835068 0.0327172785831629 -0.0859524818814907
"29" -0.194691676962396 0.099332405166232 -0.00501081013512341
"30" 0.010060953323541 0.104054826366276 -0.119981464132533
"31" -0.0852050454077255 0.104893766136802 -0.0532348942810157
"32" -0.115090245084645 0.0663299791140999 0.220750669004047
"33" -0.00116405652984354 0.0545469133902242 0.129099702578352
"34" 0.139132529136238 0.113814110735987 -0.00258178932464998
"35" -0.0425852455348471 0.00549795675872846 0.0477296601623597
"36" -0.0666750420280475 -0.103403764516132 0.141626614199766
"37" -0.0772727096541424 0.00603723390271451 -0.0695334092259122
"38" -0.00184979001377231 0.186510807398342 -0.0426313732664924
"39" 0.0207055960397604 0.0422495667590851 0.0124052907617036
"40" 0.0112106114161621 0.146211076652632 -0.0344372286780531
"41" 0.0456436543145178 0.129749019104443 -0.0259728919769242
"42" -0.0750953732014012 -0.0911835567021562 0.0832809079911535
"43" 0.00968690810497326 0.00393693687232827 -0.227754106148325
"44" -0.193344295255082 0.0791293443880788 -0.0267870899928756
"45" -0.0861253311016103 0.140450534202991 -0.131067353319712
"46" -0.0893801800023558 -0.217254739159331 0.0341907578316718
"47" 0.00837239090513956 0.0146223482339616 -0.107871069007482
"48" 0.0839393171825855 0.0386184945766077 -0.0745588147542791
"49" -0.0429036910292241 0.099588117972271 -0.0855290895263561
"50" -0.0582821836057399 -0.156319292472061 0.0602108551345807
"51" -0.153154434283371 -0.009145932024647 0.152622682033039
"52" -0.0272283045449294 0.0405411097899 -0.209851960865302
"53" -0.140054972889724 -0.105715190976008 0.135324484445174
