"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"1" 1 0.79196810754936 0.81372147076469 0.714636179737442 0.79196810754936 1 0.748996713632727 0.887079945491646 0.81372147076469 0.748996713632727 1 0.753524745742133 0.714636179737442 0.887079945491646 0.753524745742133 1
"2" 1 0.800367482920311 0.619962930213172 0.75183560553356 0.800367482920311 1 0.546017611318003 0.881828600560103 0.619962930213172 0.546017611318003 1 0.497147527853859 0.75183560553356 0.881828600560103 0.497147527853859 1
"3" 1 0.737807467051674 0.602457344319454 0.650916226856789 0.737807467051674 1 0.601647780185754 0.862481574270839 0.602457344319454 0.601647780185754 1 0.613131133484917 0.650916226856789 0.862481574270839 0.613131133484917 1
"4" 1 0.790938716109993 0.728145276234716 0.641820913426179 0.790938716109993 1 0.721115624299625 0.765523635331794 0.728145276234716 0.721115624299625 1 0.744729468759444 0.641820913426179 0.765523635331794 0.744729468759444 1
"5" 1 0.683490878906796 0.858396301061533 0.694456759457648 0.683490878906796 1 0.614094953372886 0.899712899609863 0.858396301061533 0.614094953372886 1 0.652768620751576 0.694456759457648 0.899712899609863 0.652768620751576 1
"6" 1 0.716874801746586 0.749525518886738 0.73631700319777 0.716874801746586 1 0.680474412730904 0.762275981848057 0.749525518886738 0.680474412730904 1 0.728569297228963 0.73631700319777 0.762275981848057 0.728569297228963 1
"7" 1 0.737296710755421 0.828831336483082 0.725906876411474 0.737296710755421 1 0.705378955877828 0.926233237768226 0.828831336483082 0.705378955877828 1 0.718721268895965 0.725906876411474 0.926233237768226 0.718721268895965 1
"8" 1 0.820694472224255 0.865018380089956 0.797992317682685 0.820694472224255 1 0.786230142874382 0.898834975362482 0.865018380089956 0.786230142874382 1 0.761101118718282 0.797992317682685 0.898834975362482 0.761101118718282 1
"9" 1 0.578431738901373 0.736288640331685 0.711171910338198 0.578431738901373 1 0.588298703561642 0.743751601602882 0.736288640331685 0.588298703561642 1 0.709688822958361 0.711171910338198 0.743751601602882 0.709688822958361 1
"10" 1 0.729961334672056 0.771318996199082 0.689309741941615 0.729961334672056 1 0.742038695461544 0.833728086388315 0.771318996199082 0.742038695461544 1 0.722617737533952 0.689309741941615 0.833728086388315 0.722617737533952 1
"11" 1 0.684855974884404 0.720777740679925 0.62502404682895 0.684855974884404 1 0.542726942915588 0.836194478342829 0.720777740679925 0.542726942915588 1 0.680756394372703 0.62502404682895 0.836194478342829 0.680756394372703 1
"12" 1 0.676008810458821 0.645222948188771 0.620260374367545 0.676008810458821 1 0.725835849779772 0.797124327634175 0.645222948188771 0.725835849779772 1 0.656922169046649 0.620260374367545 0.797124327634175 0.656922169046649 1
"13" 1 0.763221967270832 0.768222272937724 0.704736402201605 0.763221967270832 1 0.651518355433301 0.862103775241759 0.768222272937724 0.651518355433301 1 0.669418254491508 0.704736402201605 0.862103775241759 0.669418254491508 1
"14" 1 0.765876459083411 0.860619716059112 0.741625996367103 0.765876459083411 1 0.686082905664098 0.905041456328949 0.860619716059112 0.686082905664098 1 0.668001681522921 0.741625996367103 0.905041456328949 0.668001681522921 1
"15" 1 0.760829924735572 0.832622637226628 0.675206269381551 0.760829924735572 1 0.729171666052947 0.8262265826628 0.832622637226628 0.729171666052947 1 0.761562161883459 0.675206269381551 0.8262265826628 0.761562161883459 1
"16" 1 0.731485384634114 0.786106180283996 0.798654539949122 0.731485384634114 1 0.747013150833311 0.854870445501377 0.786106180283996 0.747013150833311 1 0.749424954458658 0.798654539949122 0.854870445501377 0.749424954458658 1
"17" 1 0.750494887943788 0.852664700015408 0.68649197916111 0.750494887943788 1 0.743700498253816 0.914182861350598 0.852664700015408 0.743700498253816 1 0.749131645827423 0.68649197916111 0.914182861350598 0.749131645827423 1
"18" 1 0.850658074978924 0.890514481856522 0.816491343085757 0.850658074978924 1 0.842095468316737 0.93303102343045 0.890514481856522 0.842095468316737 1 0.835387088061267 0.816491343085757 0.93303102343045 0.835387088061267 1
"19" 1 0.687644375062814 0.747773837122453 0.560047366030429 0.687644375062814 1 0.66606807343654 0.778631404527296 0.747773837122453 0.66606807343654 1 0.670207462176633 0.560047366030429 0.778631404527296 0.670207462176633 1
"20" 1 0.815576534555806 0.835271909220728 0.800979669942694 0.815576534555806 1 0.746838127660044 0.912027073059151 0.835271909220728 0.746838127660044 1 0.810647727220934 0.800979669942694 0.912027073059151 0.810647727220934 1
"21" 1 0.772902456608326 0.807013088741453 0.741946900090894 0.772902456608326 1 0.729737133200647 0.885397629040686 0.807013088741453 0.729737133200647 1 0.75651460970651 0.741946900090894 0.885397629040686 0.75651460970651 1
"22" 1 0.769651189026406 0.809213023425566 0.767336823724157 0.769651189026406 1 0.788650727441472 0.902098476260401 0.809213023425566 0.788650727441472 1 0.772000607852004 0.767336823724157 0.902098476260401 0.772000607852004 1
