"sub.id" "comm.id" "type.id" "diff"
"1" "it8300" "FrontoParietal" "load" 0.130818684123027
"2" "it8300" "FrontoParietal" "picture" -0.126292057115462
"3" "it8300" "Visual" "load" -0.108038094019359
"4" "it8300" "Visual" "picture" 0.235856338891925
"5" "xs553" "FrontoParietal" "load" 0.245583860845385
"6" "xs553" "FrontoParietal" "picture" -0.0969300502886817
"7" "xs553" "Visual" "load" -0.160643685117159
"8" "xs553" "Visual" "picture" 0.37021542951632
"9" "gg702" "FrontoParietal" "load" 0.298342367827151
"10" "gg702" "FrontoParietal" "picture" -0.250803170265287
"11" "gg702" "Visual" "load" -0.129239896519982
"12" "gg702" "Visual" "picture" 0.243732374719046
"13" "nl5754" "FrontoParietal" "load" 0.160519646438976
"14" "nl5754" "FrontoParietal" "picture" -0.0591775095101617
"15" "nl5754" "Visual" "load" -0.00978013905133501
"16" "nl5754" "Visual" "picture" 0.161882089294947
"17" "iw879" "FrontoParietal" "load" 0.0475023289421427
"18" "iw879" "FrontoParietal" "picture" 0.072453134207827
"19" "iw879" "Visual" "load" -0.11902918909982
"20" "iw879" "Visual" "picture" 0.190673480377205
"21" "cc6132" "FrontoParietal" "load" 0.103377134440389
"22" "cc6132" "FrontoParietal" "picture" -0.118714549649049
"23" "cc6132" "Visual" "load" -0.0876083028937482
"24" "cc6132" "Visual" "picture" 0.0660320914732004
"25" "yr434" "FrontoParietal" "load" 0.026323977087829
"26" "yr434" "FrontoParietal" "picture" -0.0122456194067257
"27" "yr434" "Visual" "load" -0.199325602918892
"28" "yr434" "Visual" "picture" 0.357354273601837
"29" "xa9005" "FrontoParietal" "load" 0.118710641262414
"30" "xa9005" "FrontoParietal" "picture" -0.0239923704010513
"31" "xa9005" "Visual" "load" -0.155047299140688
"32" "xa9005" "Visual" "picture" 0.365116387949348
"33" "yq180" "FrontoParietal" "load" 0.291191586968841
"34" "yq180" "FrontoParietal" "picture" -0.0944846816850676
"35" "yq180" "Visual" "load" -0.264396551762982
"36" "yq180" "Visual" "picture" 0.567328079536386
"37" "ft9400" "FrontoParietal" "load" 0.252677321072612
"38" "ft9400" "FrontoParietal" "picture" -0.164120867347556
"39" "ft9400" "Visual" "load" -0.198940880168428
"40" "ft9400" "Visual" "picture" 0.410285700425076
"41" "na1498" "FrontoParietal" "load" 0.026855477624329
"42" "na1498" "FrontoParietal" "picture" -0.011689838254169
"43" "na1498" "Visual" "load" -0.159022724674537
"44" "na1498" "Visual" "picture" 0.245240418553077
"45" "qk4233" "FrontoParietal" "load" 0.0636173918859302
"46" "qk4233" "FrontoParietal" "picture" -0.0119350809317276
"47" "qk4233" "Visual" "load" -0.145126167239399
"48" "qk4233" "Visual" "picture" 0.271515812334982
"49" "ve3542" "FrontoParietal" "load" 0.241437501423915
"50" "ve3542" "FrontoParietal" "picture" -0.215827525792576
"51" "ve3542" "Visual" "load" -0.191749133153645
"52" "ve3542" "Visual" "picture" 0.480629875136419
"53" "ap7783" "FrontoParietal" "load" -0.0335419414180612
"54" "ap7783" "FrontoParietal" "picture" 0.004895911972152
"55" "ap7783" "Visual" "load" -0.10661941310619
"56" "ap7783" "Visual" "picture" 0.297781925441237
"57" "gp7471" "FrontoParietal" "load" 0.0902961378529987
"58" "gp7471" "FrontoParietal" "picture" -0.100040684398048
"59" "gp7471" "Visual" "load" -0.258994525756766
"60" "gp7471" "Visual" "picture" 0.560045766951726
"61" "rb4829" "FrontoParietal" "load" -0.0304099170816663
"62" "rb4829" "FrontoParietal" "picture" 0.0168341177680205
"63" "rb4829" "Visual" "load" -0.151773776406988
"64" "rb4829" "Visual" "picture" 0.348449202262727
"65" "wp3000" "FrontoParietal" "load" 0.106459731119919
"66" "wp3000" "FrontoParietal" "picture" -0.0550578398414667
"67" "wp3000" "Visual" "load" -0.194481982423167
"68" "wp3000" "Visual" "picture" 0.395497420729067
"69" "pq8384" "FrontoParietal" "load" 0.182769515878036
"70" "pq8384" "FrontoParietal" "picture" -0.286748667727404
"71" "pq8384" "Visual" "load" -0.0774754315263535
"72" "pq8384" "Visual" "picture" 0.25690896176849
"73" "td8421" "FrontoParietal" "load" -0.0295701567486437
"74" "td8421" "FrontoParietal" "picture" 0.0174106475738132
"75" "td8421" "Visual" "load" -0.221266222738999
"76" "td8421" "Visual" "picture" 0.424600633617064
"77" "dj7661" "FrontoParietal" "load" 0.0203774091771738
"78" "dj7661" "FrontoParietal" "picture" -0.175718835273627
"79" "dj7661" "Visual" "load" -0.19541619188662
"80" "dj7661" "Visual" "picture" 0.307836291007304
"81" "fs930" "FrontoParietal" "load" 0.221704702281759
"82" "fs930" "FrontoParietal" "picture" -0.0953586718830199
"83" "fs930" "Visual" "load" -0.158158205283654
"84" "fs930" "Visual" "picture" 0.369755429827547
"85" "ww8145" "FrontoParietal" "load" 0.257883087540393
"86" "ww8145" "FrontoParietal" "picture" -0.142878862059858
"87" "ww8145" "Visual" "load" -0.145834515246997
"88" "ww8145" "Visual" "picture" 0.261977228997937
"89" "st45" "FrontoParietal" "load" 0.366164854146476
"90" "st45" "FrontoParietal" "picture" -0.174939745862699
"91" "st45" "Visual" "load" -0.146663948267356
"92" "st45" "Visual" "picture" 0.374168757188715
"93" "le5590" "FrontoParietal" "load" 0.162804987583604
"94" "le5590" "FrontoParietal" "picture" -0.1417681806396
"95" "le5590" "Visual" "load" -0.0516686555526283
"96" "le5590" "Visual" "picture" 0.18545504917871
"97" "jf3344" "FrontoParietal" "load" -0.0364249498068757
"98" "jf3344" "FrontoParietal" "picture" -0.123725725378159
"99" "jf3344" "Visual" "load" -0.21809780687161
"100" "jf3344" "Visual" "picture" 0.352476865450505
"101" "wk2336" "FrontoParietal" "load" 0.176438206861039
"102" "wk2336" "FrontoParietal" "picture" -0.166151610434218
"103" "wk2336" "Visual" "load" -0.11940546767425
"104" "wk2336" "Visual" "picture" 0.211677193500185
"105" "ft9011" "FrontoParietal" "load" -0.0342338639676554
"106" "ft9011" "FrontoParietal" "picture" -0.0540346818863039
"107" "ft9011" "Visual" "load" -0.167138028698051
"108" "ft9011" "Visual" "picture" 0.340354879011987
"109" "xl7979" "FrontoParietal" "load" -0.0233273241658027
"110" "xl7979" "FrontoParietal" "picture" 0.0289106582995917
"111" "xl7979" "Visual" "load" -0.162669342898668
"112" "xl7979" "Visual" "picture" 0.298419461949468
"113" "tr9549" "FrontoParietal" "load" 0.357233747107304
"114" "tr9549" "FrontoParietal" "picture" -0.226661459953004
"115" "tr9549" "Visual" "load" -0.186939283431564
"116" "tr9549" "Visual" "picture" 0.428607242896057
"117" "jp8139" "FrontoParietal" "load" 0.456689884211781
"118" "jp8139" "FrontoParietal" "picture" -0.251241871304761
"119" "jp8139" "Visual" "load" 0.0811941180764614
"120" "jp8139" "Visual" "picture" 0.10997296121615
"121" "vs5826" "FrontoParietal" "load" -0.0448662422897255
"122" "vs5826" "FrontoParietal" "picture" -0.146572360959389
"123" "vs5826" "Visual" "load" -0.165648220920532
"124" "vs5826" "Visual" "picture" 0.32206846891915
"125" "ah673" "FrontoParietal" "load" -0.139810898136583
"126" "ah673" "FrontoParietal" "picture" -0.191612545692441
"127" "ah673" "Visual" "load" -0.215752800636522
"128" "ah673" "Visual" "picture" 0.310504509467089
"129" "vc5430" "FrontoParietal" "load" 0.0744484656516514
"130" "vc5430" "FrontoParietal" "picture" -0.106522222219701
"131" "vc5430" "Visual" "load" -0.0582224814635379
"132" "vc5430" "Visual" "picture" 0.165346573244833
"133" "pb8774" "FrontoParietal" "load" 0.210679001323776
"134" "pb8774" "FrontoParietal" "picture" -0.114073897621601
"135" "pb8774" "Visual" "load" -0.144817253152241
"136" "pb8774" "Visual" "picture" 0.249173948741866
"137" "dc4172" "FrontoParietal" "load" 0.106767203094356
"138" "dc4172" "FrontoParietal" "picture" -0.112367493016584
"139" "dc4172" "Visual" "load" 0.0030593755636612
"140" "dc4172" "Visual" "picture" 0.165320438043765
"141" "yz5396" "FrontoParietal" "load" 0.101900614785295
"142" "yz5396" "FrontoParietal" "picture" 0.070321810813025
"143" "yz5396" "Visual" "load" -0.159520004635583
"144" "yz5396" "Visual" "picture" 0.17497338003085
"145" "gk1347" "FrontoParietal" "load" 0.0094605196329367
"146" "gk1347" "FrontoParietal" "picture" -0.116070618538035
"147" "gk1347" "Visual" "load" -0.132946637161083
"148" "gk1347" "Visual" "picture" 0.217694653295855
"149" "gs4172" "FrontoParietal" "load" 0.261566106671814
"150" "gs4172" "FrontoParietal" "picture" -0.10453300958203
"151" "gs4172" "Visual" "load" -0.113061006735072
"152" "gs4172" "Visual" "picture" 0.356445422618218
"153" "qu1531" "FrontoParietal" "load" 0.164208993848696
"154" "qu1531" "FrontoParietal" "picture" -0.21654462253011
"155" "qu1531" "Visual" "load" -0.115035244134667
"156" "qu1531" "Visual" "picture" 0.236614148580221
"157" "dn1689" "FrontoParietal" "load" 0.11418357017055
"158" "dn1689" "FrontoParietal" "picture" 0.0222569919821781
"159" "dn1689" "Visual" "load" -0.0340828028095896
"160" "dn1689" "Visual" "picture" 0.166115947753268
"161" "ie5118" "FrontoParietal" "load" -0.0263939443474327
"162" "ie5118" "FrontoParietal" "picture" -0.0518662496207272
"163" "ie5118" "Visual" "load" -0.126073937581934
"164" "ie5118" "Visual" "picture" 0.14953443570525
"165" "ja6509" "FrontoParietal" "load" 0.357244909725336
"166" "ja6509" "FrontoParietal" "picture" -0.166353974897594
"167" "ja6509" "Visual" "load" -0.138737607701743
"168" "ja6509" "Visual" "picture" 0.348053073787201
"169" "jn8238" "FrontoParietal" "load" -0.0483844876326123
"170" "jn8238" "FrontoParietal" "picture" -0.225534532670319
"171" "jn8238" "Visual" "load" -0.133746562465702
