"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"1" 1 0.791912920471265 0.769609326155532 0.77716973923913 0.791912920471265 1 0.701849031159108 0.883586895102763 0.769609326155532 0.701849031159108 1 0.693045343710733 0.77716973923913 0.883586895102763 0.693045343710733 1
"2" 1 0.750613802743897 0.718577942507857 0.666895688568431 0.750613802743897 1 0.696669542218587 0.899034603732354 0.718577942507857 0.696669542218587 1 0.735540299985669 0.666895688568431 0.899034603732354 0.735540299985669 1
"3" 1 0.772373825236993 0.857663625113623 0.761500897367697 0.772373825236993 1 0.731278299092478 0.929448241832426 0.857663625113623 0.731278299092478 1 0.735641065013123 0.761500897367697 0.929448241832426 0.735641065013123 1
"4" 1 0.742774388040561 0.760178618735643 0.638825890415915 0.742774388040561 1 0.614343958256189 0.838127214873238 0.760178618735643 0.614343958256189 1 0.504842895814497 0.638825890415915 0.838127214873238 0.504842895814497 1
"5" 1 0.792247892887475 0.850293781850879 0.732380993063393 0.792247892887475 1 0.760085408173077 0.913590656388766 0.850293781850879 0.760085408173077 1 0.75097959502356 0.732380993063393 0.913590656388766 0.75097959502356 1
"6" 1 0.813972989548092 0.853976820892013 0.803752667843733 0.813972989548092 1 0.728953525713295 0.912256013028654 0.853976820892013 0.728953525713295 1 0.754641288854206 0.803752667843733 0.912256013028654 0.754641288854206 1
"7" 1 0.698485665519962 0.748499974519522 0.717187360418811 0.698485665519962 1 0.708046993755078 0.798060180224275 0.748499974519522 0.708046993755078 1 0.682685650933167 0.717187360418811 0.798060180224275 0.682685650933167 1
"8" 1 0.793758482304548 0.797193479681775 0.710574698742951 0.793758482304548 1 0.740656092890773 0.868966832651174 0.797193479681775 0.740656092890773 1 0.744681066967595 0.710574698742951 0.868966832651174 0.744681066967595 1
"9" 1 0.687400863990161 0.673688697115785 0.642709898247193 0.687400863990161 1 0.572524920207963 0.705683873658653 0.673688697115785 0.572524920207963 1 0.553525566994574 0.642709898247193 0.705683873658653 0.553525566994574 1
"10" 1 0.616132821953098 0.63684448774148 0.609865606303785 0.616132821953098 1 0.678550887542847 0.745588875722581 0.63684448774148 0.678550887542847 1 0.576700038613936 0.609865606303785 0.745588875722581 0.576700038613936 1
"11" 1 0.71446986237229 0.759900352017705 0.639133833612794 0.71446986237229 1 0.697474756912626 0.877798545062215 0.759900352017705 0.697474756912626 1 0.717364555282267 0.639133833612794 0.877798545062215 0.717364555282267 1
"12" 1 0.718460570870776 0.836033660709479 0.700286430895863 0.718460570870776 1 0.649227879626757 0.929373240691139 0.836033660709479 0.649227879626757 1 0.661364992987023 0.700286430895863 0.929373240691139 0.661364992987023 1
"13" 1 0.71882348199646 0.700834379171836 0.722138407089029 0.71882348199646 1 0.710653537225837 0.873676861618218 0.700834379171836 0.710653537225837 1 0.733380621698343 0.722138407089029 0.873676861618218 0.733380621698343 1
"14" 1 0.717019166028844 0.719386034042878 0.689340410363174 0.717019166028844 1 0.674640989440669 0.831556952513922 0.719386034042878 0.674640989440669 1 0.634327812099687 0.689340410363174 0.831556952513922 0.634327812099687 1
"15" 1 0.716891431639998 0.715078255354446 0.717837585474507 0.716891431639998 1 0.522676815296704 0.850648837199944 0.715078255354446 0.522676815296704 1 0.589890197778559 0.717837585474507 0.850648837199944 0.589890197778559 1
"16" 1 0.522123320540088 0.643069557295937 0.543570166199815 0.522123320540088 1 0.483684558796924 0.575015296580251 0.643069557295937 0.483684558796924 1 0.489540493428405 0.543570166199815 0.575015296580251 0.489540493428405 1
"17" 1 0.701863987499033 0.732724660261588 0.656418452520648 0.701863987499033 1 0.714830027306976 0.865832880884379 0.732724660261588 0.714830027306976 1 0.667616962576409 0.656418452520648 0.865832880884379 0.667616962576409 1
"18" 1 0.59981269588177 0.710338635176065 0.625809597597726 0.59981269588177 1 0.626571020935931 0.831842368295185 0.710338635176065 0.626571020935931 1 0.60020040408753 0.625809597597726 0.831842368295185 0.60020040408753 1
"19" 1 0.798088128266239 0.85654339136453 0.778753824198292 0.798088128266239 1 0.767975918140385 0.905715842879372 0.85654339136453 0.767975918140385 1 0.762985995198287 0.778753824198292 0.905715842879372 0.762985995198287 1
"20" 1 0.759617228606123 0.871074273531205 0.736289678460453 0.759617228606123 1 0.705340213267652 0.938681138008887 0.871074273531205 0.705340213267652 1 0.693842631101619 0.736289678460453 0.938681138008887 0.693842631101619 1
"21" 1 0.758014158437055 0.858685780356966 0.735015889111827 0.758014158437055 1 0.703283576285554 0.929439889690075 0.858685780356966 0.703283576285554 1 0.727073207573118 0.735015889111827 0.929439889690075 0.727073207573118 1
"22" 1 0.72269949805473 0.790845355045498 0.698080159335976 0.72269949805473 1 0.721301640631844 0.902107675716875 0.790845355045498 0.721301640631844 1 0.745533524124869 0.698080159335976 0.902107675716875 0.745533524124869 1
"23" 1 0.833404543487424 0.878422725531166 0.827538791613955 0.833404543487424 1 0.761396306590369 0.95312635048605 0.878422725531166 0.761396306590369 1 0.821345537142319 0.827538791613955 0.95312635048605 0.821345537142319 1
