"0bkFace.0bkFace" "0bkFace.0bkPlace" "0bkFace.2bkFace" "0bkFace.2bkPlace" "0bkPlace.0bkFace" "0bkPlace.0bkPlace" "0bkPlace.2bkFace" "0bkPlace.2bkPlace" "2bkFace.0bkFace" "2bkFace.0bkPlace" "2bkFace.2bkFace" "2bkFace.2bkPlace" "2bkPlace.0bkFace" "2bkPlace.0bkPlace" "2bkPlace.2bkFace" "2bkPlace.2bkPlace"
"up8860.th4838" 0.552687644662948 0.502792004673447 0.560580753303782 0.514257659278477 0.51018986406492 0.622715495990222 0.523906465083089 0.612695988770986 0.502138485314349 0.455108234068625 0.515952862044807 0.462357325538891 0.492700071878525 0.597671448563169 0.51302574523645 0.606337453712915
"ei1052.ss2996" 0.37770597226637 0.29300011836774 0.346393723922681 0.302346921640254 0.361345051125193 0.520762155231886 0.367125193288962 0.514171019610154 0.413876308074064 0.315721215669685 0.404938939969041 0.312619069970856 0.42490684376691 0.547252992669543 0.416895372325171 0.540870329588253
"xg2390.ct4171" 0.386414992170366 0.472229644881093 0.476607477880923 0.413792135638324 0.321565830475517 0.479759833908666 0.428568343882962 0.427010557257811 0.326054959435664 0.374798180657979 0.399301087867183 0.346951721691873 0.306661434935517 0.484526788201558 0.437615954856845 0.45915094325931
"xa9091.zn9000" 0.345833115839241 0.35312508516162 0.356810189385254 0.277407685282396 0.422234243742219 0.561852416422178 0.430643523287649 0.489135692496813 0.389519826849278 0.394991258185862 0.420094870475535 0.348936777694002 0.37187536933851 0.466394914203554 0.361040996134662 0.419509378497232
"sb5631.ql1697" 0.51762453113042 0.48592656646211 0.486914591378166 0.479780224027481 0.447215533695163 0.616000538878985 0.395132696101076 0.6015915678167 0.556595608274495 0.502714650352678 0.537895960616052 0.489532370255446 0.430528378151397 0.590004168342177 0.364158478269838 0.582453285088194
"yj4297.mn3104" 0.494367895304441 0.523967331910517 0.485695738860712 0.525240477332165 0.528144234123273 0.65493352178856 0.517576726688179 0.633360401961548 0.536929966961004 0.532386287037727 0.53137654545254 0.529174577167668 0.532648700532457 0.648508627645951 0.519681686926016 0.635151372919114
"hs7790.es3029" 0.547558796596787 0.49409890557445 0.554400672543851 0.485962807261671 0.518328961628154 0.673394274485868 0.544941864394746 0.647998109154853 0.509947437154959 0.46944729645428 0.542128958838715 0.468842177980907 0.48853667208653 0.644560485053191 0.531924676422076 0.639747630261659
"xf8217.gr828" 0.636498288636087 0.555393190647471 0.619004333739004 0.560652390257166 0.580816748804795 0.67926404836593 0.540256435601449 0.663692067589943 0.668085456340084 0.535518887480816 0.665999479020925 0.556558565942123 0.565312323827298 0.646060602152319 0.54825709377662 0.650195980522311
"zb7543.zk7167" 0.419045825868908 0.38060006251362 0.394430558361302 0.435133530565015 0.391395246088203 0.501969187597461 0.329371465183086 0.49378241872369 0.414785402577521 0.338477260017527 0.396442176414735 0.428582960285193 0.392067525837676 0.498694938750961 0.322009473384084 0.487759956496306
"ny4028.ki2142" 0.496107306090877 0.48225059434802 0.535849967841769 0.474776734761351 0.375331554787129 0.580156196549229 0.433897355248375 0.580504888554186 0.485859320014919 0.479905621171835 0.562415337645201 0.488956961099113 0.386790622114417 0.599957403597367 0.461405142870299 0.611844775070107
