"sub.conc" "comm.id" "type.id" "diff"
"1" "vk9147.gt4221" "FrontoParietal" "load" 0.0325138300480062
"2" "vk9147.gt4221" "FrontoParietal" "picture" -0.0109146415512276
"3" "vk9147.gt4221" "Visual" "load" -0.00135185183445563
"4" "vk9147.gt4221" "Visual" "picture" 0.0970983775690161
"5" "ry5739.va7234" "FrontoParietal" "load" 0.0137209186552283
"6" "ry5739.va7234" "FrontoParietal" "picture" -0.0215552152491295
"7" "ry5739.va7234" "Visual" "load" -0.00383034824028272
"8" "ry5739.va7234" "Visual" "picture" 0.0729876833743779
"9" "qz8329.to310" "FrontoParietal" "load" -0.00675784675481353
"10" "qz8329.to310" "FrontoParietal" "picture" 0.00196109082686632
"11" "qz8329.to310" "Visual" "load" 0.00422285425185648
"12" "qz8329.to310" "Visual" "picture" 0.0744692107793336
"13" "tx5670.ju1958" "FrontoParietal" "load" 0.0415605123207389
"14" "tx5670.ju1958" "FrontoParietal" "picture" -0.00182996307235796
"15" "tx5670.ju1958" "Visual" "load" -0.00415067495102017
"16" "tx5670.ju1958" "Visual" "picture" 0.0638502523938425
"17" "jb5735.bf9456" "FrontoParietal" "load" 0.044534428970205
"18" "jb5735.bf9456" "FrontoParietal" "picture" 0.0019496895583738
"19" "jb5735.bf9456" "Visual" "load" -0.00472623704322794
"20" "jb5735.bf9456" "Visual" "picture" 0.0619228913161191
"21" "nn8253.uv5276" "FrontoParietal" "load" 0.0137902573668607
"22" "nn8253.uv5276" "FrontoParietal" "picture" 0.0121045086178765
"23" "nn8253.uv5276" "Visual" "load" -0.00603800489546513
"24" "nn8253.uv5276" "Visual" "picture" 0.0776054456214733
"25" "if340.wp3000" "FrontoParietal" "load" 0.023253455867856
"26" "if340.wp3000" "FrontoParietal" "picture" 0.0176096859185459
"27" "if340.wp3000" "Visual" "load" 0.0102936217206216
"28" "if340.wp3000" "Visual" "picture" 0.0884744179093707
"29" "fg3071.nb5689" "FrontoParietal" "load" -0.00649588545711993
"30" "fg3071.nb5689" "FrontoParietal" "picture" -0.00236111974040623
"31" "fg3071.nb5689" "Visual" "load" 0.00102290204738542
"32" "fg3071.nb5689" "Visual" "picture" 0.0866046081218019
"33" "yr3375.qp5149" "FrontoParietal" "load" 0.0107590881991166
"34" "yr3375.qp5149" "FrontoParietal" "picture" 0.00951926988449303
"35" "yr3375.qp5149" "Visual" "load" 0.00627828510424194
"36" "yr3375.qp5149" "Visual" "picture" 0.0634676701238761
"37" "gu9420.be2767" "FrontoParietal" "load" 0.0198537725557167
"38" "gu9420.be2767" "FrontoParietal" "picture" 0.0224945471751152
"39" "gu9420.be2767" "Visual" "load" -0.0001736024833216
"40" "gu9420.be2767" "Visual" "picture" 0.067449668345326
"41" "vk3301.aw7272" "FrontoParietal" "load" 0.0376213991883451
"42" "vk3301.aw7272" "FrontoParietal" "picture" 0.0273228443143276
"43" "vk3301.aw7272" "Visual" "load" 0.00868216342089423
"44" "vk3301.aw7272" "Visual" "picture" 0.0900953768369828
"45" "xi7403.lq8033" "FrontoParietal" "load" -0.013839161664526
"46" "xi7403.lq8033" "FrontoParietal" "picture" -0.0112563760828318
"47" "xi7403.lq8033" "Visual" "load" 0.0028777335617356
"48" "xi7403.lq8033" "Visual" "picture" 0.0550528017050773
"49" "we4875.dd6703" "FrontoParietal" "load" 0.00193836690413912
"50" "we4875.dd6703" "FrontoParietal" "picture" -0.0133476713659029
"51" "we4875.dd6703" "Visual" "load" 0.0120696209520929
"52" "we4875.dd6703" "Visual" "picture" 0.074866948836769
"53" "pc7540.iq5754" "FrontoParietal" "load" 0.0103374251304309
"54" "pc7540.iq5754" "FrontoParietal" "picture" -0.0106693588655784
"55" "pc7540.iq5754" "Visual" "load" -0.00157653875846497
"56" "pc7540.iq5754" "Visual" "picture" 0.0395232823488271
"57" "mn3104.dp1391" "FrontoParietal" "load" 0.0130025930485659
"58" "mn3104.dp1391" "FrontoParietal" "picture" 0.0046425053779382
"59" "mn3104.dp1391" "Visual" "load" -0.00142057527803829
"60" "mn3104.dp1391" "Visual" "picture" 0.0668881292515267
"61" "yr4229.jb2591" "FrontoParietal" "load" -0.000425228261521221
"62" "yr4229.jb2591" "FrontoParietal" "picture" -0.000649516721566212
"63" "yr4229.jb2591" "Visual" "load" 0.000868400754446386
"64" "yr4229.jb2591" "Visual" "picture" 0.0581497105847966
"65" "oj9096.lu5965" "FrontoParietal" "load" -0.000693907436437546
"66" "oj9096.lu5965" "FrontoParietal" "picture" -0.0286488465571978
"67" "oj9096.lu5965" "Visual" "load" 0.00357351727603139
"68" "oj9096.lu5965" "Visual" "picture" 0.0859116590649958
"69" "ou3514.vu5503" "FrontoParietal" "load" 0.00716522630813086
"70" "ou3514.vu5503" "FrontoParietal" "picture" -0.00724090207622384
"71" "ou3514.vu5503" "Visual" "load" 0.00219188498941608
"72" "ou3514.vu5503" "Visual" "picture" 0.0841020533295675
"73" "vh6049.lh924" "FrontoParietal" "load" 0.0117334905990479
"74" "vh6049.lh924" "FrontoParietal" "picture" 0.0185791373811126
"75" "vh6049.lh924" "Visual" "load" 0.00127176257051398
"76" "vh6049.lh924" "Visual" "picture" 0.0776109282580059
"77" "hw3146.zk7470" "FrontoParietal" "load" 0.0187648219587179
"78" "hw3146.zk7470" "FrontoParietal" "picture" -0.00384072055671461
"79" "hw3146.zk7470" "Visual" "load" 0.00905991059410638
"80" "hw3146.zk7470" "Visual" "picture" 0.0957142735279831
"81" "dj7661.mb9692" "FrontoParietal" "load" 0.0458346547100423
"82" "dj7661.mb9692" "FrontoParietal" "picture" -0.0211593035005135
"83" "dj7661.mb9692" "Visual" "load" 0.00414181660807211
"84" "dj7661.mb9692" "Visual" "picture" 0.0919774079303304
"85" "se4389.vi9187" "FrontoParietal" "load" -0.0118067319646556
"86" "se4389.vi9187" "FrontoParietal" "picture" -0.01299700620224
