"sub.id" "group.id" "X0BK_FACE" "X0BK_PLACE" "X2BK_FACE" "X2BK_PLACE"
"1" "up8860" "MZ" 30.8308171730435 80.6114809007176 46.0268256086372 73.7693147458955
"2" "ei1052" "MZ" 21.6678452468655 48.5224888693304 11.0470865459678 46.1668982773011
"3" "xg2390" "MZ" 52.6045893853684 111.145194734623 92.0333454670013 124.37822375842
"4" "xa9091" "MZ" 102.013063531047 68.1518907689355 42.1157366649786 64.7322262757272
"5" "sb5631" "MZ" 32.6995578472759 62.9633094429647 27.8972120897933 55.7406681087776
"6" "yj4297" "MZ" 8.97365762811605 63.1941790571829 15.2044250668684 59.1829472449579
"7" "hs7790" "MZ" 51.3836064461686 84.2693414485752 64.2262968898863 92.5815162552488
"8" "xf8217" "MZ" 61.6143516961305 91.4733277782371 49.0644631749594 87.7997751511871
"9" "zb7543" "MZ" 24.3381483259708 67.6925863275949 32.8501309970471 53.4028388795216
"10" "ny4028" "MZ" 43.9680193865791 85.921929793607 35.058919876736 89.5350612088853
"11" "if340" "MZ" 62.4134200386387 70.4547592762144 57.8935805734534 83.1822919869925
"12" "ui8428" "MZ" 4.87630590593533 47.7492464783921 35.8916565834638 64.9655000971505
"13" "mt2271" "MZ" 42.6745364720508 68.0730565289694 34.717922970468 48.715050996489
"14" "fe2287" "MZ" 38.9073803394301 85.2655080406467 9.65410148763177 55.8700245864757
"15" "ou5515" "MZ" 16.0429537210114 59.7442967932565 28.3507535721069 63.2311615216005
"16" "qa3051" "MZ" 46.1815967722029 60.5496761929426 37.6720201995423 66.9291783572272
"17" "yj734" "MZ" 34.2144817169098 32.2693734739997 30.8195887238786 31.1040675623402
"18" "im7779" "MZ" 40.0543088088441 63.7404044635317 22.4454542728481 70.6353198916433
"19" "lg2253" "MZ" 36.8035303123874 48.5401056743295 31.5000048446375 32.9146392097298
"20" "gj911" "MZ" 40.5853348297077 63.9754140857788 40.2278015675919 60.2892526045918
"21" "lo8118" "MZ" 56.60866593066 86.3572349354717 28.0316599384128 69.7244502578444
"22" "tj3064" "MZ" 28.8032966347896 72.8999189261908 26.2422027400266 57.4530276121955
"23" "ld7855" "MZ" 46.5589672898671 81.3112276916891 66.4803308388602 73.2745799144102
"24" "xq2137" "MZ" 33.4231910483597 77.519293731537 2.27869817858113 10.6593044501698
"25" "br8986" "MZ" 43.4366970424184 37.0118406657021 30.7697288054835 39.0006331753964
"26" "gm7412" "MZ" 25.1839454252916 60.1049950003396 32.0504555461391 58.2808434522352
"27" "mw63" "MZ" 18.503535825516 52.7274056294847 29.2601894599129 51.9175578753019
"28" "do8174" "MZ" 41.4884623336778 41.0172781025705 30.7856429967548 41.0223015638314
"29" "mr6988" "MZ" 27.935125413948 58.1260447630001 32.7713214400605 51.8934138992647
"30" "pr2765" "MZ" 15.479467124391 46.3931877014608 22.8696071706186 56.2543702009818
"31" "cj9450" "MZ" 36.1412382658113 47.9774762675727 -6.69122761105861 39.5273734673852
"32" "qg6812" "MZ" 11.5088721466706 42.8000603006201 21.8188827056607 39.6048160380924
"33" "ai7564" "MZ" 37.7452333870811 46.6962632510261 19.973113065426 49.5308695588454
"34" "hd2079" "MZ" 29.1610114339288 62.1946492328953 62.5721912448708 75.1304272310867
"35" "nr6957" "MZ" 38.3796547486933 57.1197057937059 35.3864073643511 42.7338393178651
"36" "kg6220" "MZ" 76.361541405039 116.362019830001 60.2978500259117 105.879094554311
"37" "za7204" "MZ" 18.7485515246715 66.1803941729514 43.003042242129 44.9866896967666
"38" "oc1318" "MZ" 60.3143043987007 71.165221941444 44.4517509293961 62.1803626749225
"39" "ty7521" "MZ" 43.7989835352178 94.781478234608 54.284000816551 91.3947847954555
"40" "hk7512" "MZ" 53.7329115224804 104.993903003132 28.3186065311953 66.1594437145683
"41" "fr3903" "MZ" 2.07139679008859 36.3065590701019 57.7512553742389 36.7137449922604
"42" "du6146" "MZ" 28.4874821095379 67.9402468764093 22.3805867248162 42.6336438266056
"43" "sb9036" "MZ" 0.59610302157242 5.95689911875092 15.9451504262336 34.1571795920168
"44" "xj1636" "MZ" 28.0820489698568 74.3997126579876 44.072444155234 78.0590587533279
"45" "hf1295" "MZ" 54.312838222132 60.7601692033072 47.3373321315015 64.791075047837
"46" "oh9470" "MZ" 1.58707377606674 39.3543089646095 16.3040668091835 86.1960938876229
"47" "nn8253" "MZ" 42.2586895303986 39.2895205031005 49.1045353395246 42.2919115202746
"48" "te8356" "MZ" 43.0126969524878 73.8302897687731 78.9981542187066 80.755857060815
"49" "bq457" "MZ" 38.7793030206408 67.1003049834593 32.9028807945076 67.362547771475
"50" "lk7580" "MZ" 46.2330928078104 64.6844791606674 40.1422444946154 55.0751786532851
"51" "rr7211" "MZ" 52.9678840352133 68.4933233793755 48.2200040226532 67.5498730902407
"52" "xp8514" "MZ" -19.4821320721246 10.9180313049756 -3.4396756845268 9.30431320410453
"53" "ex4669" "MZ" 38.6034851849742 58.9495091049077 46.9711035127122 67.3661185918057
"54" "ga3285" "MZ" 46.9397195588941 76.7618017579256 26.2597669245829 39.7268949205079
"55" "oa5981" "MZ" 61.6211058187362 65.1002228572863 17.5996401816935 82.9999857975004
"56" "ud5547" "MZ" 29.6800549956297 77.6917745726399 25.0291207278163 69.1039832150509
"57" "ew2469" "MZ" 45.3151345683611 89.4560372434519 24.8218287816256 93.8616540899306
"58" "hi7640" "MZ" 69.6828763148383 84.1264879432009 70.5078267139082 88.0370399311974
"59" "fh2699" "MZ" 37.7417095250406 76.5165297816448 45.9107733064358 51.1586721552591
"60" "it1787" "MZ" -1.73664192055137 25.4169140280083 2.95202154596191 16.7170160415621
"61" "cx9808" "MZ" 94.2458031251292 127.301520559062 12.2345856668389 134.383755989045
"62" "rm7208" "MZ" 31.5347255800384 47.7259450377676 15.2173305271993 51.1262594780599
"63" "ec4184" "MZ" 47.9827943571091 78.8001908447512 24.9132260772376 59.8623899352178
"64" "zi2331" "MZ" 46.1204703639746 64.1648071898273 61.2548668239406 72.5484651844382
"65" "vw905" "MZ" 42.0241966216994 53.954062381382 44.8717364580599 61.6199822866086
"66" "st7251" "MZ" 59.4787804791778 76.5657977630149 50.5601435350952 57.8073845410168
"67" "nn4900" "MZ" 49.9193293702052 41.2990006069098 22.7250955111029 56.4793370315813
"68" "pv8315" "MZ" 18.2416100964004 53.7855239427461 15.3361261997844 31.5945958497357
"69" "wx5916" "MZ" 65.0769279160579 104.9642368259 63.1860164527979 72.5607115252074
"70" "wc5601" "MZ" 33.4257920881146 70.734846969498 55.7175813655692 57.5941565318958
"71" "kj5306" "MZ" 32.1184894034697 70.5149550371918 72.9627976318766 93.4155795294788
"72" "uc1939" "MZ" 37.0691178579359 92.4182713205836 65.5838126274177 85.6498430218101
"73" "zl8476" "MZ" 13.0288399885427 48.8028049136424 39.7358850336926 60.0939983442492
"74" "oj9096" "MZ" 15.2609252422413 28.0589833528067 30.7507421413997 28.8525162326399
"75" "lp2952" "MZ" 37.5277308314927 50.9115930685365 18.9626752203307 47.7936281550849
"76" "cm1911" "MZ" 20.4109119778532 64.910331597741 42.6095235640927 64.6946726160593
"77" "zy4127" "MZ" 48.626082903477 49.7672498940469 51.5448122029824 57.7179078889517
"78" "hv4891" "MZ" 40.7699087637088 64.6940529750303 36.0066335408873 55.9420236809133
"79" "ob9396" "MZ" 25.2460211642891 79.0443144525823 42.4231252544367 79.3710251912299
"80" "lj5511" "MZ" 43.5254270375949 52.3459895904045 37.4738089996309 51.5565996026399
"81" "kc6064" "MZ" 41.0932902890196 69.9248843679381 21.7156053508652 51.8546077104168
"82" "co1303" "MZ" 29.838197232349 74.0206464304149 33.8845700231065 81.7126618068478
"83" "tx8504" "MZ" 40.5983989011428 93.37786383229 46.0932855933707 79.9816046846538
"84" "oj3626" "MZ" 24.2256575578801 58.4551635483375 38.3950698399173 64.1047793110837
"85" "og1699" "MZ" 29.8721032738373 47.9576078067917 34.2865989467341 75.2711175756238
"86" "yx5998" "MZ" 22.1776494666027 11.0836084839672 -9.07904083375166 5.11981503992322
"87" "sg5218" "MZ" 46.7334849803189 66.3015009502141 52.2084036394404 76.7536940237266
"88" "ye5967" "MZ" 93.3165197298391 137.727680362144 61.2805786382858 141.128611554865
"89" "fb9559" "MZ" 35.1523516392145 63.8400087138757 36.6117743562587 76.1461218260741
"90" "xg5438" "MZ" 47.2869238030799 73.9187343557596 72.852134029687 108.975605762247
"91" "oc4214" "MZ" 35.1975811836572 76.0760087256002 47.4291106958364 82.0990227391998
