"0bkFace.0bkFace" "0bkFace.0bkPlace" "0bkFace.2bkFace" "0bkFace.2bkPlace" "0bkPlace.0bkFace" "0bkPlace.0bkPlace" "0bkPlace.2bkFace" "0bkPlace.2bkPlace" "2bkFace.0bkFace" "2bkFace.0bkPlace" "2bkFace.2bkFace" "2bkFace.2bkPlace" "2bkPlace.0bkFace" "2bkPlace.0bkPlace" "2bkPlace.2bkFace" "2bkPlace.2bkPlace"
"xi7403.lq8033" -0.053071258256433 -0.0401594396310871 -0.0628049157886532 -0.0580549266747447 0.00298868136449686 -0.0164925770537578 -0.0235879871997724 -0.0363946354721589 0.0275092526310681 0.0481883792545573 -0.0260375404341682 -0.00239858405610194 0.0385654293450341 0.0630066018251507 0.0205648713269617 0.000374169545424391
"ei1052.ie7709" 0.0775443682433047 0.0737321226161971 0.132948792809843 0.0708053740897202 0.043169369179796 0.0128712408584128 0.0590288614257289 -0.0105254205447111 0.00796386345704754 0.0571174746776066 0.0686990246958286 0.0502959780624661 0.0652924615273247 0.0887371343145061 0.103502642457252 0.106924387714254
"bb4934.ly3200" 0.0296928591476022 0.135511657336331 0.0733384034716777 -0.00306005385798242 0.0251876316518397 0.0517344382385283 0.0336029379538433 -0.0852106768850597 0.0555453117199533 0.127490864556287 0.146515842912954 0.0551029442436903 0.0951927324987985 0.176287022698372 0.170376628575478 0.052951604382846
"th3865.mp3370" 0.129393889954623 0.106940027690928 0.210502197123599 0.206622675954877 0.120481752511423 0.0929072455949022 0.0616467955470435 0.0852421762591561 0.103736942948831 0.0615166843252009 0.14445800990294 0.132396912334001 0.165864419383457 0.0759942073963335 0.0959311971925566 0.171704622534812
"it8300.lw521" 0.0461932346935629 -0.0182484472474634 0.156981717202452 0.0770090686835346 -0.0175409535091976 -0.0324962158982686 0.0312757875789549 0.00560704284727367 0.108046772337006 0.030673843226613 0.148826039751447 0.0781490373934914 0.00697963425529977 0.00489846104024888 0.160864307781596 0.079644886445435
"xs553.fe3118" 0.086197747018709 0.0805536125313684 0.105810342255693 0.0966897744934889 0.0733277287549563 0.0190281773947312 0.139994339619961 0.116475083637686 0.0519122966749476 -0.0786234051571807 0.118036231462109 0.0922260483474523 0.111822968456391 -0.0453909718540284 0.164105117027852 0.125668238695913
"xg2390.ch6597" -3.58356920493113e-05 0.071905565003059 0.0444120904607371 0.0305891066499502 0.0146843151323343 0.0938431372153877 0.066296398114034 0.09187159931608 0.0115185072696591 0.114559639944318 0.0804425293810309 0.0942499018541504 0.0252027739811985 0.0990490871403127 0.102822537230454 0.0967513722082908
"vj9648.ym4818" 0.142282358090126 0.124255399467167 0.121664625140086 0.122072912185506 0.0173738734167779 0.0358545878528606 0.0637958085873159 0.0586856689762044 0.176733580560544 0.208502862560047 0.232463343380084 0.239002259361777 0.103304194069329 0.0896659735305694 0.13243208249218 0.146519848921005
"sb5631.gn9389" 0.167271873547317 0.138074730364915 0.153778204399066 0.133572972632735 0.141218870488467 0.19353811487891 0.235266911152197 0.246774824006428 0.15447295334949 0.138015631596433 0.228208121657738 0.233964635088848 0.142116862836514 0.154987272564633 0.221947331561379 0.207179743111612
"ex8507.nb2856" 0.0319925393763907 0.193094798215106 0.191689050158779 0.115660612809926 -0.023692929751847 0.0759997051922777 0.198003585517068 0.0200693372612417 0.034466920546827 0.0680014169831818 0.256344628337055 0.0758289955523904 0.0410920041425342 -0.000249328450216084 0.241149786956062 0.0580375364945394
"ba1212.tq9582" -0.0144703866810287 0.0718106615472199 0.0705416416969987 0.0468499976360881 0.0219052248019502 0.122212439210836 0.0687164558818899 0.1182019390717 0.152757053628202 0.159976792215803 0.229057726389156 0.147881811648962 0.0818177668994623 0.142612215562537 0.0963901882636434 0.138614403962538
"mf6943.cc5360" 0.0854711451036952 0.0749600170448635 0.0651060695075511 0.169947713134793 0.136148062907734 0.0960042652329059 0.113229395445702 0.119864611925298 0.0258436135420081 0.0317722993953703 -0.00888798109809093 0.0629894919989809 0.0238914523980097 0.0134454848507467 -0.013961586354024 0.0738155701400462
"zb7543.tg8735" 0.1397995617608 0.0803316825702825 0.083367056534671 0.146397673874377 0.118636986930863 0.0546990681002191 0.0971036733792521 0.176694477750087 0.075678283996449 0.0386643033650715 0.132301074016489 0.180343359090878 0.126385498090506 0.0613872398991474 0.146021027390108 0.160899569916996
"gg702.wc6927" 0.0346016586670787 -0.0178713168547204 0.0350357485378253 0.0732585303188931 0.122649776054062 -0.0321117094369444 0.0272690065727659 0.0618512115297956 0.184654122069791 0.180601323415726 0.104570445029252 0.128736780603955 0.171567616932863 0.190989953863754 0.137208627008624 0.141457234522972
"xl4234.ly5693" 0.0608387599118444 0.0775458823772174 0.162700715893343 0.118575792902782 0.107074310256807 0.108451021138335 0.159447605950063 0.099814925961761 0.0651721438308352 0.086409551950536 0.197563043686588 0.164378363995085 0.100114996836388 0.13834352920561 0.236439798895041 0.186341891866577
"qe5259.vp9271" 0.029698412495022 -0.0177334630769933 0.0647832837494119 0.0425739973776274 -0.0518505108768961 -0.126789791668845 -0.068519237814466 -0.0751834876372207 0.0110316734542765 -0.0642133655320899 0.0193026401778495 0.0263509686627705 -0.0644663141498491 -0.0574646200276105 -0.0292768052070638 0.011347882840684
"nj9775.wz822" 0.0689770367940534 0.0581093787746846 0.0473962132412925 0.0243548222373185 0.126232886654498 0.124610599928669 0.0763351999301946 0.0509114606729941 0.114087285259027 0.160905945500957 0.15133160822318 0.10671300208094 0.131456246940634 0.171768612218665 0.145455868692924 0.0985592247491717
"if340.wp3000" 0.244063309674341 0.194913513176486 0.133558520867357 0.148113954424654 0.201105860541553 0.234902815603767 0.166830393129825 0.172340523231948 0.267840505016054 0.231944945724376 0.213846738500059 0.238575118294408 0.227591636691992 0.245688780849147 0.208671965900003 0.23860947937195
"nl5754.sv3117" 0.147714060077741 0.127123637424198 0.12864373046207 0.179851248041529 0.0811449531500277 0.148456332919718 0.122032966142529 0.176908130496658 0.0115611786860023 0.0799428374413965 0.0740969481921046 0.117897146227494 0.0267411797440442 0.0878364538498535 0.0727905286142064 0.13818426979956
"iw879.dd1868" 0.14310419028424 0.0770337254915404 -0.0572145452484727 -0.0303144466414723 0.0393118959366005 0.00764443875511874 0.0118883641130635 0.0550251338201246 0.105970770061962 0.0582938655647648 -0.0309394467460528 -0.108516467552316 -0.0311229578428633 0.00997782646512321 0.0340963888479623 0.0163490160771422
"kc3518.id8755" 0.0218918686003424 -0.0112985608816946 -0.0115596550708399 -0.00738505538600346 -0.00353478641514666 0.0258244893131674 -0.0470919140289539 -0.0292222936127156 -0.0343725233606213 0.121703166486969 0.139632171611686 0.13630753802848 -0.01932254549253 0.115502399738075 0.0989188038696792 0.143209090692454
"ag9154.xj6341" 0.0495562381030944 0.0423246988559357 0.0315362804302468 0.0135906520291539 0.187476040764047 0.163002889404422 0.179752813275404 0.121235132626814 0.131107355206206 0.12677280281472 0.125778031308755 0.0692293457555875 0.145856484344601 0.169356599303874 0.171834205649274 0.136250890107263
"nw2252.ct4171" -0.105182983085968 -0.0507241027892723 -0.0740275153198148 -0.0488599628780029 -0.0194082090871653 0.0314612447502558 -0.060326993121778 -0.0458895366079836 -0.0591385596210769 0.0125037828771846 -0.0499919393007903 -0.0705013663425207 -0.0297352399590302 0.00121633641548142 -0.0717259602390018 -0.0761594747153465
"jb5735.bf9456" 0.00212096810316823 0.131835629801968 0.0884226597797313 0.019103016467263 0.0661687292840511 0.107205308967944 0.0851741443852972 0.0120705715810602 0.039523429851131 0.178390323894267 0.20496549967176 0.0888624682335069 -0.0290446710199682 0.204555757240096 0.226142681697142 0.123407148874946
"di3276.xt1347" 0.0561927431462108 0.0627233836773342 0.140764585490361 0.0991363393416683 0.0997544381212022 0.100178023193338 0.147349940144682 0.140636085212527 0.0521496256427639 0.0783362011390228 0.218405966051091 0.241856509920405 0.0577071181211695 0.13427893174354 0.206429155431227 0.231571692161606
"yc3953.ot7589" 0.123657578031072 0.215676799729641 0.145363002029293 0.169967524302324 0.0466027134176503 0.0936433904399909 0.115545005929288 0.0952195539029335 0.0369345085953819 0.0745423285533263 0.102989010482538 0.107334822839785 0.0920263581125984 0.164058324877861 0.190095085746427 0.194877155160519
"mt2271.og5198" 0.0244792507117019 0.0120752309188629 -0.0154807400970244 0.0555474822989166 0.0831782675596887 0.198949945166901 0.0735681653759896 0.110477132314714 0.21813253187232 0.273239131493871 0.114959346356771 0.22812226725128 0.138419807105506 0.237707715147555 0.0821588671828703 0.129795031271471
"oa9751.cq601" 0.0575492580359243 0.122770797438906 0.0848977090059325 0.0507817590066623 -0.0127349566618805 0.0754037768052327 -0.0168345416766589 -0.025718644521027 0.115607609658695 0.133479096889966 0.140186738537506 0.0876825599926209 0.093284298072917 0.188567632690176 0.203018074370946 0.108422159179175
"mp1889.mv6317" 0.0771151319681806 0.0685774536429158 0.147605605322336 0.122529781368528 0.101475611095531 0.108307256905769 0.153966986117042 0.112089234203596 0.108370302904087 0.141248735318312 0.1687466303085 0.141583720834095 0.0405241167934993 0.0110768456045145 0.0383138784214562 0.0520387106372596
