"0bkFace.0bkFace" "0bkFace.0bkPlace" "0bkFace.2bkFace" "0bkFace.2bkPlace" "0bkPlace.0bkFace" "0bkPlace.0bkPlace" "0bkPlace.2bkFace" "0bkPlace.2bkPlace" "2bkFace.0bkFace" "2bkFace.0bkPlace" "2bkFace.2bkFace" "2bkFace.2bkPlace" "2bkPlace.0bkFace" "2bkPlace.0bkPlace" "2bkPlace.2bkFace" "2bkPlace.2bkPlace"
"xi7403.vj3313" 0.0333860823362906 0.134908184040853 0.120321460879353 0.0926039488511335 0.164591354794927 0.0506411974843915 0.0563635643847062 0.0486339252479264 0.11797056952456 -0.0038885118072433 0.0785318954249652 0.000142370713615669 0.0831876192012218 -0.0300968874565292 0.0677552765695575 -0.0471799197283291
"th3865.gm2212" 0.0740290519326777 0.11783355645825 0.123173358227852 0.0877820744456736 0.064834095814471 0.0225317724854299 0.0787298744281261 0.0369494533394255 0.139784323092229 0.0832150297839155 0.11256333939667 0.0944693669772558 0.121739486786038 0.111751231430536 0.125317129195838 0.11886779562822
"cr148.gv5523" 0.0425984690749544 0.170464461994297 0.0243263602357537 0.0738856319072936 0.0517408028134523 0.144262210216383 0.0251349733630663 0.0290640326786679 0.071790865877817 0.180497242482551 0.0549496238366487 0.0748952556629451 0.0454709915173823 0.151993640623601 0.0356016672344111 0.0490140103763305
"kk2358.rl6413" 0.0676553552308661 0.119268044814853 0.159542055114634 0.149225316679588 0.161181780266442 0.256046441259596 0.165374340275706 0.201156128263617 0.0759087582320416 0.164683647997077 0.227290628237425 0.198548745330532 0.0879137759303145 0.229095276140361 0.203701028534791 0.259761791750498
"vp5697.jv3246" 0.040871730020494 0.0610104520312169 0.0470859840404897 0.0871561556742879 0.115118878915243 0.0884625658954373 0.0554764862776642 0.114543453473406 0.0624010358679127 0.0322690164714898 0.0435428292722825 0.0776565614157947 0.0579137346642422 0.0537179710814402 0.0441469436343995 0.0917566138192674
"fz7166.wz5737" 0.207477840084707 0.317933378800617 0.0851822793226078 0.276489334126654 0.117318704806891 0.241466648720447 0.101690602840919 0.210572617929637 0.253141326297711 0.278952231568734 0.119712648445341 0.235979729423579 0.228868414737238 0.255575693027171 0.12991518522908 0.248045596239958
"vj9648.yr3375" 0.0434375645546619 0.0338917209659236 0.0603571615188105 0.0162925531941839 0.078861149250699 0.11820771268562 0.0811337471025489 0.0932962449271943 0.126141261994155 0.187576614180342 0.283204625532053 0.19636764387745 0.110380459185453 0.213089090169013 0.234474285207571 0.187279645488394
"mn3829.lh8474" 0.170125236333702 0.141413389372048 0.13103737313933 0.108088113608803 0.188073287901117 0.144111116241206 0.135262925904818 0.0555878992897539 0.200698589030554 0.158956465946273 0.219898456117684 0.147674218968043 0.25103715883577 0.201484089760561 0.217338500155806 0.144355109864541
"ex8507.yr465" 0.0502286411097856 0.140237677948727 0.0429253178108597 0.0874285045468757 0.0846773239179379 0.112778418735318 0.114172112962071 0.176030118827105 0.0875378739919455 0.129289030343746 0.0612134681785675 0.181815309327197 0.0601126033391593 0.0761710799143078 0.104096396233171 0.206611941905103
"ba1212.ul9467" -0.0408720196047613 -0.129998304019768 -0.0498951992220476 -0.0342830636468214 -0.0695566590047234 -0.156177890478239 -0.048040239424421 0.020203855575971 0.0102375983312727 -0.04696868844283 0.0785221755720795 0.107230709300277 -0.0665380261676174 -0.0728537682705378 0.0616463290342585 0.0469588193534319
