"0bkFace.0bkFace" "0bkFace.0bkPlace" "0bkFace.2bkFace" "0bkFace.2bkPlace" "0bkPlace.0bkFace" "0bkPlace.0bkPlace" "0bkPlace.2bkFace" "0bkPlace.2bkPlace" "2bkFace.0bkFace" "2bkFace.0bkPlace" "2bkFace.2bkFace" "2bkFace.2bkPlace" "2bkPlace.0bkFace" "2bkPlace.0bkPlace" "2bkPlace.2bkFace" "2bkPlace.2bkPlace"
"it8300.pc7540" 0.421790844194276 0.334163404375034 0.424773625375708 0.314005280079684 0.499590190961955 0.523375259828871 0.493446878202821 0.491873211753475 0.431296068659228 0.348680527263753 0.446101578268486 0.351907745984827 0.485278460240325 0.483734084987068 0.480899456200603 0.45265942963332
"xs553.zn7696" 0.527162234634206 0.522167366596203 0.496144092682573 0.527879506608 0.476774918659302 0.588672069758438 0.418557109315325 0.602015122567311 0.495835925822448 0.474963529145328 0.474244433300567 0.477123074035998 0.489823780303644 0.613300986905855 0.453944896929123 0.614605062112826
"gg702.qe5259" 0.631773206257529 0.584013056179417 0.635397279871525 0.571047284871944 0.614409585863595 0.697987048029163 0.603574610694776 0.66528187512601 0.549815907365491 0.503505486926136 0.569621528010864 0.458802654611154 0.631063967617188 0.700511543951579 0.614093641409001 0.676914524692347
"nl5754.dx2691" 0.529780702191644 0.500662616871752 0.591401845580776 0.541778261050049 0.569242566099841 0.62516939578332 0.61437398564052 0.639196277048251 0.474792307182239 0.389588265024793 0.554242820243346 0.443628370485738 0.557774259514893 0.632245961910325 0.587224527164871 0.640903410421481
"iw879.cg2804" 0.375235872570874 0.356268721032184 0.379177042554105 0.374478135439548 0.292491978079664 0.406647932380181 0.284477705500577 0.431028198945023 0.371144735503212 0.324456949523434 0.353832212369054 0.325595353944599 0.296772575182142 0.401864821659762 0.315350602566578 0.440089225039765
"cc6132.ad7210" 0.233741299001269 0.212214665610075 0.268328362767474 0.358644300125128 0.143573136101168 0.194061481564157 0.174137368802169 0.294097970535075 0.189049284728285 0.199007418790856 0.220733062674668 0.265342207747573 0.147705352813768 0.200183221174882 0.153700180484645 0.32674836145065
"yr434.el5413" 0.560246311799706 0.498756575715381 0.529814151559139 0.458259061380618 0.529531954583602 0.568920263461207 0.51734391855063 0.543035635656597 0.530812773876014 0.462015868710959 0.514936169908286 0.428888476694154 0.534472833464262 0.571491601707073 0.50283337004545 0.543746324617243
"xa9005.pv9887" 0.562980344818708 0.529710564257418 0.546589214690951 0.477819889045876 0.505864352652856 0.591217050317598 0.479910935442009 0.581358322848622 0.414324723895116 0.380550136161059 0.436733102739441 0.337361289332043 0.47863344481959 0.570499273456923 0.46957938513256 0.56658311824765
"yq180.pp4389" 0.577532367978051 0.563371113471703 0.573391025524732 0.566136369310539 0.555110055838391 0.666472049505991 0.555806951111409 0.654019931465286 0.600599759051505 0.556915936060293 0.596252568353737 0.574195378295827 0.551969747926276 0.665527143122423 0.557413475097238 0.655310979143592
"ft9400.fg3071" 0.440589352312979 0.434223522185412 0.446492589185381 0.422060999369141 0.422250056291508 0.55757672634514 0.370028485473703 0.570811098779808 0.413784285666509 0.396526508520716 0.408293953967977 0.362113255063289 0.413279029461473 0.550681718800536 0.369719813773769 0.55432769972091
