"0bkFace.0bkFace" "0bkFace.0bkPlace" "0bkFace.2bkFace" "0bkFace.2bkPlace" "0bkPlace.0bkFace" "0bkPlace.0bkPlace" "0bkPlace.2bkFace" "0bkPlace.2bkPlace" "2bkFace.0bkFace" "2bkFace.0bkPlace" "2bkFace.2bkFace" "2bkFace.2bkPlace" "2bkPlace.0bkFace" "2bkPlace.0bkPlace" "2bkPlace.2bkFace" "2bkPlace.2bkPlace"
"it8300.pc7540" 0.0456649116221457 0.0833982771494323 0.169818168668 0.153530883906365 -0.00990431439591046 0.00514130727611009 0.0309282486236032 0.00442271815520086 0.178442817439214 0.211170355709769 0.229284905735137 0.249084131877313 0.0982431396548148 0.127982688941678 0.153903311711365 0.161469552448065
"xs553.zn7696" 0.0583432065435289 0.0147035676090406 0.067480551118104 0.0150094018034295 0.0703736221375506 0.0414789122259963 0.126602049030561 0.0819790981948266 0.225084774614087 0.201035161383615 0.280988871484084 0.263524548750007 0.231613772577818 0.182581829790711 0.297344936790204 0.267470489979981
"gg702.qe5259" 0.0415979238919754 0.0230989312396397 0.0664472388794424 0.071738414639538 0.0979385211344841 0.0692874105545103 0.00394956908922466 0.0470463534005091 0.191349423956844 0.242134622761817 0.259382086133634 0.239394266711445 0.161267398422546 0.202920264380562 0.257987330154102 0.225915078508394
"nl5754.dx2691" 0.127129724253559 0.0895795658481126 0.215362461888635 0.161338823143183 0.0522764007351555 0.0527692453075297 0.21293028008135 0.190648744142062 -0.00373640914224531 -0.0273648447305296 0.150066317623859 0.157194298971299 0.0278522406268495 -0.0446807075906328 0.149958973345167 0.170807491053419
"iw879.cg2804" 0.0903950992426031 0.0649027100497303 0.0968134755282423 0.120004458508492 -0.00196406383711789 -0.0150721455259478 -0.058028254314941 -0.00401202062713421 0.0720473625001511 0.140463464955208 0.148387636064503 0.151885022300686 0.0594214222937718 0.0496824937757068 0.04619418598593 0.0950398424335807
"cc6132.ad7210" 0.221453993477329 0.167842508088876 0.240208524343554 0.216987462750805 0.161318013879002 0.147675152490613 0.198036443272593 0.120145467797569 0.111626748187358 0.0789467563052196 0.0660017330951533 0.018986785077119 0.212198106753283 0.160564723114511 0.19640387150018 0.157092366031058
"yr434.el5413" 0.092400912028389 0.147163524293714 0.141708498397971 0.172930462202475 0.085543391335032 0.141782559332581 0.140717842761581 0.126871625188151 0.0587417123554261 0.0957108096837526 0.116150552234642 0.111845447772465 0.115403608976608 0.13946064605485 0.147592729906077 0.09696696912422
"xa9005.pv9887" 0.101232014933413 0.12097390670616 0.0789097119045435 0.239769763233231 0.0899557549580529 0.2028398007703 0.121835289972064 0.282631701930014 0.063076410124942 0.138827795659242 0.183326351056955 0.25383652152835 0.0782130367993999 0.146807283768639 0.135908364728124 0.23961966490295
"yq180.pp4389" 0.126679833876015 0.060132465400903 0.0128130220604955 0.0725572227172512 0.1016685067344 0.0489682714605805 0.0120728958625837 0.0925479661648182 0.152652578468628 0.0983016249604035 0.102344942649206 0.135418712713029 0.168630767474031 0.115407251660066 0.114817502838522 0.109817691104447
"ft9400.fg3071" 0.0220413480958909 0.176677128042231 0.111556060379617 0.0837951934619348 0.0588666871725373 0.159527586912877 0.047606714353444 0.0601727321452513 0.0523513782005799 0.20833256166656 0.152953856911754 0.139366017470248 0.00457259719972307 0.232559877682817 0.14420554330039 0.135992502592846
"na1498.nu7275" 0.159900450043929 0.103920635745826 0.0629674696080364 0.138206590919478 0.238608983867488 0.130882196865859 0.0451359651642478 0.192769313720088 0.151291412861348 0.130592923797792 0.104539721081809 0.186109673255635 0.185001019083068 0.146344630008111 0.0584957949498469 0.18829678437612
"qk4233.ou9400" 0.342944446134873 0.227280832414838 0.273205378692863 0.256626406610945 0.317710129762503 0.203510635487903 0.218011269498256 0.21696454436084 0.347992584136402 0.212453778465868 0.250512593068874 0.236977075929951 0.35729410206067 0.234456293953856 0.254445791111653 0.253286755557352
"ve3542.tw3690" 0.176004171993896 0.17357065683604 0.0832159463549792 0.0881675899491544 0.204126829246581 0.27739779188042 0.225019014530306 0.181307505348678 0.17031575317961 0.195677831927945 0.366847644519395 0.262947131547968 0.143914931438396 0.145821313443462 0.256839374634701 0.190250530215024
"ap7783.do8148" 0.0799717603160766 -0.0498242828033854 0.0876585697379016 0.0924453568625363 0.112496549532355 0.0231101264203141 0.163627939108698 0.215516209337738 0.0464267610448931 -0.0314637284014979 0.151239282881377 0.131205865978622 -0.020301502957723 -0.0704098066758418 0.0892978096698723 0.105831638798838
"gp7471.yq7999" 0.124957920842302 0.145456154720018 0.20512150791689 0.192046735270349 0.0912208153144344 0.145391451259413 0.195769035272923 0.17975367986658 0.152009826302507 0.202144041590261 0.261487324526077 0.263736646304646 0.122159350622181 0.181679972549971 0.233483563265965 0.229871255124093
"rb4829.fh8461" 0.263018723997359 0.090868151831359 0.2021721547312 -0.0247075522044798 0.176184772587591 0.162192190300219 0.244021218552007 0.147245603928615 0.204053060959293 0.132834931002802 0.18791310985591 0.105849659131525 0.269703017875978 0.157101690134818 0.237901677114921 0.0678768958473711
