"0bkFace.0bkFace" "0bkFace.0bkPlace" "0bkFace.2bkFace" "0bkFace.2bkPlace" "0bkPlace.0bkFace" "0bkPlace.0bkPlace" "0bkPlace.2bkFace" "0bkPlace.2bkPlace" "2bkFace.0bkFace" "2bkFace.0bkPlace" "2bkFace.2bkFace" "2bkFace.2bkPlace" "2bkPlace.0bkFace" "2bkPlace.0bkPlace" "2bkPlace.2bkFace" "2bkPlace.2bkPlace"
"xi7403.vj3313" 0.320761835605317 0.399172956430653 0.319330831422138 0.473211826801785 0.233316654121625 0.430147784518195 0.356877229162698 0.48142955091281 0.255873267012934 0.354033837791741 0.310312722697471 0.419571127057614 0.183223848027805 0.420408110208506 0.361455131117781 0.462924165893326
"th3865.gm2212" 0.354723318710097 0.395207659069511 0.345303752822305 0.342982987059849 0.390836505818441 0.500374317426891 0.353585000265952 0.477757779582294 0.403702377972841 0.397608585490224 0.366100178715713 0.368766723500339 0.383011027937507 0.484560295627544 0.339344034755272 0.466894060011488
"cr148.gv5523" 0.454519319207991 0.473876863549619 0.51335593187028 0.489678402299528 0.389397142835704 0.597872200635952 0.430465290721163 0.606333950742223 0.432083954066714 0.414248316514334 0.488149294671062 0.452880938124386 0.38735413720099 0.578159946286531 0.42688721563986 0.596334827196628
"kk2358.rl6413" 0.500571959639178 0.49316288841626 0.491896179961371 0.477342147348754 0.500340844800306 0.544487930336063 0.456436963042974 0.548877866530418 0.417913349024738 0.375703705713403 0.416596732895714 0.357108383136477 0.472330934147655 0.515408228617319 0.43026642534253 0.528409454541144
"vp5697.jv3246" 0.521659108809418 0.524968290079138 0.471663100740549 0.496716675101712 0.461181730492486 0.564387321968119 0.412252251767147 0.519506641422092 0.523898003277829 0.504885917378345 0.477094834834206 0.469814216222539 0.477130975900528 0.576097355994506 0.428762796767894 0.534494575289113
"fz7166.wz5737" 0.44765802709107 0.498968804477554 0.319533591938037 0.477930764657769 0.405385037526276 0.53140441610021 0.296064730538511 0.529123029748139 0.417737372380148 0.422595870747065 0.318405214439909 0.415325231417108 0.389392210866986 0.520653815831687 0.315011182486344 0.525382184902543
"vj9648.yr3375" 0.444119290521718 0.417573955363004 0.428615541857811 0.387482482254098 0.420526400153876 0.53270041559437 0.437007678945413 0.490615041553548 0.440947190885069 0.397020491732676 0.432282892084015 0.334150783651439 0.466474448934744 0.58397872267087 0.457922698192611 0.541357377559816
"mn3829.lh8474" 0.427874874569858 0.364379356171032 0.460497760185865 0.376841215532584 0.455554909621238 0.475921106456036 0.473903226605746 0.489701332630044 0.382882296226545 0.296203637882 0.437359433756814 0.306576366007717 0.443494594354229 0.476762250371759 0.47543751469245 0.491084855630666
"ex8507.yr465" 0.350357441987984 0.348676082938017 0.331045394900047 0.388229585466133 0.344457935501474 0.452695548648682 0.316899913437609 0.460681036068799 0.426712474145076 0.388027292880409 0.376678430037463 0.416493979828686 0.312256471442158 0.427541932245328 0.291718803543115 0.434823342883221
"ba1212.ul9467" 0.359504052271072 0.312962637496836 0.355762743601821 0.345054023106958 0.361468288256715 0.446771658366238 0.31735725230707 0.455845812347039 0.357363340936099 0.294823690151925 0.318830672138334 0.324429814155733 0.360697634685527 0.443522294945463 0.344138329332263 0.45223047592777
